,Street,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,County,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,count
622,5217 ABERDEAN TRL , GRAND PRAIRIE, TX,75052,32.646971,-97.030205,1,rooftop,5217,Dallas County,US,Dallas,2019,48,48113,Grand Prairie,4830464,16411,1024,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
623,5204 Elkridge Dr , Dallas, TX,75227,32.788357,-96.706599,1,rooftop,5204,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,12206,1026,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
624,810 OAK DR , MESQUITE, TX,75149,32.762384,-96.608646,1,rooftop,810,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,17500,2023,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
625,1225 Cathey St , Cedar Hill, TX,75104,32.565023,-96.957515,1,rooftop,1225,Dallas County,US,Dallas,2019,48,48113,Cedar Hill,4813492,16616,1034,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
626,1322 Caldwell St 102, Dallas, TX,75223,32.78499,-96.753885,1,range_interpolation,1322,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,2500,3024,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
627,233 Alexandria St , Mesquite, TX,75149,32.778454,-96.595582,1,range_interpolation,233,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Mesquite,4847892,17702,4002,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
628,11480 Audelia Rd 146, Dallas, TX,75243,32.905065,-96.715887,1,rooftop,11480,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,18505,1001,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
629,913 Rutherford Dr , Mesquite, TX,75149,32.754288,-96.575827,1,rooftop,913,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,17303,3000,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
630,4809 ORCHARD RIDGE DR , GARLAND, TX,75043,32.855985,-96.607348,1,rooftop,4809,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18128,1032,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
631,611 Oriole Blvd 1401, Duncanville, TX,75116,32.660007,-96.902909,1,rooftop,611,Dallas County,US,Dallas,2019,48,48113,Duncanville,4821628,16516,3000,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
632,3009 W Clarendon Dr , Dallas, TX,75211,32.734637,-96.870634,1,rooftop,3009,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,4500,4030,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
633,8513 Sawgrass Ln , Rowlett, TX,75089,32.941181,-96.531631,1,rooftop,8513,Dallas County,US,Dallas,2019,48,48113,Rowlett,4863572,18124,2008,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
634,1714 DYNASTY DR , GLENN HEIGHTS, TX,75154,32.560649,-96.832323,1,range_interpolation,1714,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Glenn Heights,4829840,16622,1010,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
635,5719 Bluffman Dr , Dallas, TX,75241,32.679281,-96.764911,1,rooftop,5719,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11401,1006,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
636,722 CALVIN DR , GARLAND, TX,75041,32.885197,-96.622877,1,rooftop,722,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18206,1009,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
637,704 Sunflower Ln Unit, Cedar Hill, TX,75104,32.576495,-96.945279,1,rooftop,704,Dallas County,US,Dallas,2019,48,48113,Cedar Hill,4813492,16626,3030,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
638,266 Alexandria St  , Mesquite, TX,75149,32.778152,-96.595321,1,range_interpolation,266,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Mesquite,4847892,17702,4001,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
639,2446 Jeff Street , Dallas, TX,75212,32.774315,-96.9152,1,rooftop,2446,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,10602,1067,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
640,1811 E Grauwyler Rd 134, Irving, TX,75061,32.831814,-96.922185,1,rooftop,1811,Dallas County,US,Dallas,2019,48,48113,Irving,4837000,14701,3005,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
641,1613 Wavecrest Dr , Red Oak, TX,75154,32.561274,-96.867312,1,rooftop,1613,Dallas County,US,Dallas,2019,48,48113,Glenn Heights,4829840,16623,1049,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
642,9033 PRAIRIE BLUFF DR , DALLAS, TX,75227,32.767959,-96.667284,1,rooftop,9033,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,12100,1006,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
643,732 Meandering Dr , Cedar Hill, TX,75104,32.598602,-96.929389,1,rooftop,732,Dallas County,US,Dallas,2019,48,48113,Cedar Hill,4813492,16625,1006,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
644,321 Brookview Dr , Garland, TX,75043,32.866202,-96.633071,1,rooftop,321,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18126,2004,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
645,3702 Red Oak Dr , Garland, TX,75043,32.838949,-96.575504,1,rooftop,3702,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18132,1022,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
646,2710 Jeffries St , Dallas, TX,75215,32.772725,-96.770261,1,range_interpolation,2710,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,20300,2003,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,3
648,3011 Park Row Ave , Dallas, TX,75215,32.77313,-96.768212,1,rooftop,3011,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,20300,2002,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
650,4211 Holland Ave 105, Dallas, TX,75219,32.817482,-96.808866,1,rooftop,4211,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,603,1004,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
651,2612 South Blvd  , Dallas, TX,75215,32.768123,-96.771014,1,rooftop,2612,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,20300,2019,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
652,5220 Clubview Dr , Dallas, TX,75232,32.681763,-96.850793,1,rooftop,5220,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11001,4003,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
653,4915 Clubview Dr , Dallas, TX,75232,32.68435,-96.849185,1,rooftop,4915,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11001,2022,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
654,3323 Goldspier Dr , Dallas, TX,75215,32.760027,-96.745792,1,rooftop,3323,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,3901,2000,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
655,1101 Eastview Cir , Richardson, TX,75081,32.934122,-96.685253,1,rooftop,1101,Dallas County,US,Dallas,2019,48,48113,Richardson,4861796,19024,4015,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
656,5203 Gaston Ave 218, Dallas, TX,75214,32.803563,-96.765902,1,rooftop,5203,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,1400,1006,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
658,9834 Amberton Pkwy , Dallas, TX,75243,32.922717,-96.738421,1,rooftop,9834,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,19016,1000,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
659,2822 Game Lake Dr , Irving, TX,75060,32.783737,-96.960373,1,range_interpolation,2822,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Irving,4837000,15204,4013,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
661,2117 W Walnut St , Garland, TX,75042,32.917177,-96.658135,1,rooftop,2117,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18900,2020,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
662,2053 W Walnut St , Garland, TX,75042,32.917102,-96.657928,1,rooftop,2053,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18900,2020,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
663,6050 Melody Ln 206, Dallas, TX,75231,32.867081,-96.760392,1,rooftop,6050,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,7819,1000,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
664,476 Maplegrove Rd , Cedar Hill, TX,75104,32.608938,-96.950869,1,rooftop,476,Dallas County,US,Dallas,2019,48,48113,Cedar Hill,4813492,16514,2009,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
665,607 Edgedale Dr , Dallas, TX,75232,32.650314,-96.831462,1,rooftop,607,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11104,3010,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
666,2702 BROOKCREST DR , GARLAND, TX,75040,32.945095,-96.640724,1,rooftop,2702,Dallas County,US,Dallas,2019,48,48113,Garland,4829000,19026,1002,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
667,1400 Nimitz Way , Mesquite, TX,75181,32.726489,-96.584398,1,rooftop,1400,Dallas County,US,Dallas,2019,48,48113,Mesquite,4847892,17306,1001,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
668,1844 Abshire Ln , Dallas, TX,75228,32.810125,-96.682705,1,rooftop,1844,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,12302,2011,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
669,9505 County View Rd , Dallas, TX,75249,32.636006,-96.952698,1,rooftop,9505,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,16510,4022,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
670,1203 College Park Blvd , Richardson, TX,75081,32.933697,-96.707738,1,rooftop,1203,Dallas County,US,Dallas,2019,48,48113,Richardson,4861796,19039,6015,6,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
671,8620 Gladwood Ln , Dallas, TX,75243,32.901903,-96.755122,1,rooftop,8620,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,7805,3011,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
672,6419 Rhapsody Ln  , Dallas, TX,75241,32.669836,-96.802762,1,rooftop,6419,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11300,3019,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
673,2637 GOOCH ST , DALLAS, TX,75241,32.673028,-96.778412,1,range_interpolation,2637,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,11401,2033,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
674,6312 Pine St , Rowlett, TX,75089,32.915779,-96.574427,1,rooftop,6312,Dallas County,US,Dallas,2019,48,48113,Rowlett,4863572,18139,2002,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
675,4518 Columbia Ave 3, Dallas, TX,75226,32.79202,-96.767743,0.9,range_interpolation,4518,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,1502,3008,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
676,1811 J J Pearce Dr , Richardson, TX,75081,32.935489,-96.689485,1,rooftop,1811,Dallas County,US,Dallas,2019,48,48113,Richardson,4861796,19024,4006,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
677,1422 Lavendale Ln , Garland, TX,75040,32.929145,-96.608538,1,rooftop,1422,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18120,2012,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
678,1450 Serenade Ln  , Dallas, TX,75241,32.6765,-96.799168,1,rooftop,1450,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11300,2012,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
679,8102 Freeman Dr , Rowlett, TX,75089,32.917677,-96.523894,1,rooftop,8102,Dallas County,US,Dallas,2019,48,48113,Rowlett,4863572,18124,3051,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
680,4831 Darko Dr , Dallas, TX,75232,32.686023,-96.851224,1,rooftop,4831,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11001,1017,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
681,1918 Pez Dr , Grand Prairie, TX,75051,32.723257,-96.976128,1,rooftop,1918,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,16301,2038,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
682,5414 Lakeview Pkwy , Rowlett, TX,75088,32.907465,-96.548431,1,rooftop,5414,Dallas County,US,Dallas,2019,48,48113,Rowlett,4863572,18133,1001,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
683,213 Trellis Pl 213, Richardson, TX,75081,32.943866,-96.684644,1,rooftop,213,Dallas County,US,Dallas,2019,48,48113,Richardson,4861796,19024,1002,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
684,2906 Chariot Ln , Garland, TX,75044,32.962431,-96.671907,1,rooftop,2906,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,19031,3014,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
685,4118 Hawthorne Ave , Dallas, TX,75219,32.8224,-96.806164,1,rooftop,4118,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,603,4003,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
686,952 Bentwood Trl , Grand Prairie, TX,75052,32.708187,-97.019018,1,rooftop,952,Dallas County,US,Dallas,2019,48,48113,Grand Prairie,4830464,16401,4014,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
687,3829 Gannon Ln , Dallas, TX,75237,32.652852,-96.882315,1,range_interpolation,3829,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,16607,1002,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
688,1306 Lewis Dr , Garland, TX,75041,32.875157,-96.646788,1,rooftop,1306,Dallas County,US,City of Garland,2019,48,48113,Garland,4829000,18402,2009,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
689,10101 Bent Tree Dr , Rowlett, TX,75089,32.947361,-96.526384,1,rooftop,10101,Dallas County,US,Dallas,2019,48,48113,Rowlett,4863572,18124,1065,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
690,1970 Carrington Dr , Glenn Heights, TX,75154,32.55377,-96.831444,1,rooftop,1970,Dallas County,US,Dallas,2019,48,48113,Glenn Heights,4829840,16622,1025,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
691,6640 Eastridge Dr 239, Dallas, TX,75231,32.864367,-96.749141,1,rooftop,6640,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,7820,3003,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
692,1615 JOHN WEST RD , DALLAS, TX,75228,32.807089,-96.688633,1,range_interpolation,1615,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,12210,2012,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
693,1426 Laura Ln , Dallas, TX,75241,32.663494,-96.80084,1,rooftop,1426,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,11300,1031,1,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
694,3330 Goldspier Dr , Dallas, TX,75215,32.759849,-96.745075,1,rooftop,3330,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,3901,2007,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
695,4810 S Lancaster Rd , Dallas, TX,75216,32.690441,-96.791065,1,rooftop,4810,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,8704,3000,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
697,2205 Empire Central , Dallas, TX,75235,32.829578,-96.851014,1,range_interpolation,2205,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,406,2003,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
698,4602 Columbia Ave , Dallas, TX,75226,32.792456,-96.766239,1,rooftop,4602,Dallas County,US,Dallas,2019,48,48113,Dallas,4819000,1502,4005,4,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
700,9805 Walnut St , Dallas, TX,75243,32.923009,-96.71791,0.9,range_interpolation,9805,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,19018,3000,3,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
701,5875 Mountain Valley Ln 3BED, Dallas, TX,75211,32.734135,-96.922376,0.9,range_interpolation,5875,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,10703,2035,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
702,5933 Stretch Dr 10325, Dallas, TX,75211,32.734143,-96.924122,1,range_interpolation,5933,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,10703,2009,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,2
703,1211 S Walton Walker Blvd 1211, Dallas, TX,75211,32.733497,-96.920582,1,range_interpolation,1211,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,10703,2012,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
705,5824 Stretch Dr 5824, Dallas, TX,75211,32.73323,-96.92266,1,range_interpolation,5824,Dallas County,US,TIGER/Line® dataset from the US Census Bureau,2019,48,48113,Dallas,4819000,10703,2012,2,4.8113E+14,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124,1
